date,time,user_name,text,link,retweet_counts,favorite_counts
2019-09-14,21:16:20,xOnismx,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM via @YouTube شوووفووو,https://twitter.com/xOnismx/status/1172982435258281984,0,0
2019-09-14,20:59:33,dyolS2yhat,잘려고 유툽헤엄 하다가 효정이 퀸덤에서 우는거보고 잠다깼ㄴㅔ...... 효정아 사랑해.... 오마이걸 사랑해 앞으로 꽃길만걷자..,https://twitter.com/dyolS2yhat/status/1172978213393321984,0,2
2019-09-14,20:47:28,goodmorningdpx,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM via @YouTube,https://twitter.com/goodmorningdpx/status/1172975173051412480,0,0
2019-09-14,20:40:47,rin17saythename,나도 퀸덤 보로갈래ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅜㅜㅜㅜ,https://twitter.com/rin17saythename/status/1172973490468732930,0,0
2019-09-14,20:40:43,rafsimuns,[3회] ♬ 한(一) feat.치타 - 박봄 @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/QxOr7l7utUo no me gusto nada pero igual tqm bom,https://twitter.com/rafsimuns/status/1172973474366873600,0,0
2019-09-14,20:21:20,zetinex,the new girls cud never pull this performance like aoa [ENG sub] [2회] ♬ 짧은 치마 - AOA @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 ,https://twitter.com/zetinex/status/1172968594940006401,0,0
2019-09-14,20:03:13,don9hun,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM via @YouTube,https://twitter.com/don9hun/status/1172964037547610112,0,0
2019-09-14,19:54:24,__o__zone,퀸덤 안바서 몰랐는데 라따따 들으면서 부리내밀고잇는거 시훈깅이야?? ,https://twitter.com/__o__zone/status/1172961816684576768,0,0
2019-09-14,19:48:03,LordB398,[3회] ♬ 한(一) feat.치타 - 박봄 @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/QxOr7l7utUo via @YouTube @luig97s Jennie sonha em ter uma voz assim,https://twitter.com/LordB398/status/1172960218663309315,0,1
2019-09-14,19:45:46,pqppq_,퀸덤 러블리즈 왠 브아걸같은 커버가 잠깐 비췄는데 진심 아니기를 바람 경언 규칙에 맞췄겠지 암넷이 발로 편집한걸꺼임,https://twitter.com/pqppq_/status/1172959644479680513,0,0
2019-09-14,19:29:41,hawkeye_0619,[풀버전] ♬ Good Luck - 마마무 @2차 경연 컴백전쟁 : 퀸덤 3화 https://youtu.be/BnvlPaVH1Q4 來自 @YouTube,https://twitter.com/hawkeye_0619/status/1172955598670815232,0,0
2019-09-14,19:20:19,DTREUIT,씅희 넘 귀엽고 사랑스럽고 무해한 인간... 진짜 갱얼쥐같아서...볼 때마다 자꾸 엄마미소 짓게됨....물론 옴걸 멤버들 다 그렇지만.....이번 퀸덤에서 다들 넘 귀여워............ ,https://twitter.com/DTREUIT/status/1172953240956096512,0,0
2019-09-14,19:17:31,D111111111M,퀸덤 짧치 너무 멋있었지만 활동 당시에 찬미 19살이었대 당시의 의상이나 카메라워크 퀸덤에서보다 훨씬 노골적인데 정말 말도 안된다,https://twitter.com/D111111111M/status/1172952535616745472,0,0
2019-09-14,19:15:41,iso_pd101,엓1원 쇼콘도보고 퀸덤도보고 ㅅㅂ 존나 테스트셋 만드는일 끝날줄 모르고 지겨웤ㅋㅋㅋㅋㅋ,https://twitter.com/iso_pd101/status/1172952074872426496,0,0
2019-09-14,19:14:53,iso_pd101,퀸덤 클립 재방해서 보고있는데 몇번을 봐도 라타타 민니 오프닝 부분 진짜 미친거같다 태국어로 주술적느낌낸거 진심 갓벽한거같음ㅋㅋㅋ,https://twitter.com/iso_pd101/status/1172951870756704256,0,2
2019-09-14,19:13:09,meringue_,아 어케 막..좀 눈물남..ㅅㅂ..(퀸덤3화보는중.......,https://twitter.com/meringue_/status/1172951436675538945,0,0
2019-09-14,19:11:11,whowee_hj,에이오에이 퀸덤 영상 보다가 소름돋는 댓 발견해버리기 ,https://twitter.com/whowee_hj/status/1172950942729129984,0,2
2019-09-14,19:10:31,nyunyung_,ㅠㅠㅠㅠㅠㅠㅠㅠ 퀸덤 너나해 너무.......... 너무 좋아.........,https://twitter.com/nyunyung_/status/1172950774533386240,0,1
2019-09-14,19:08:04,ce1eb_,퀸덤 정주행하는중,https://twitter.com/ce1eb_/status/1172950156938924032,0,0
2019-09-14,18:49:00,thechativy,"#퀸덤Whosrunningtheshow 를 #Mnet 에서 4:00부터 보세요. 아이고.. 저 대사를 못들었네, 누가 좀 알려줘요.. ""퀸덤 Who's running the show"" 오픈커뮤 입니다. ",https://twitter.com/thechativy/status/1172945358533447680,0,0
2019-09-14,18:47:44,DOK0000e,퀸덤 이거걍 투표싸그리다없애고 무대만 오억번 보여쥬면 좋겠다 미쳤다 너무조아ㅠㅠㅠㅠㅠㅠㅠㅠ,https://twitter.com/DOK0000e/status/1172945040487792641,0,0
2019-09-14,18:47:18,arrrrr55,퀸덤 존잼쓰 ㄷㄷ,https://twitter.com/arrrrr55/status/1172944931263930368,0,0
2019-09-14,18:39:05,onwXS6ppujf20sn,"걍 이번에 퀸덤 뜬김에 숟가락 얹어보자면 데뷔때부터 마마무 팬이었고 무무 1기였는데 미스터 애매모호때부터 정장입고 무대하는게 너무 좋았는데 피아노맨부터 무대의상 솔라만 혼자 코르셋 덩어리라서 점점 멀어지게 되더라,, 그 괴리감이 은근 견디기 힘들었음",https://twitter.com/onwXS6ppujf20sn/status/1172942864059224064,1,2
2019-09-14,18:33:34,IsntitBTFL,퀸덤 AOA 너나 해 봐주셎요....들어주세요...,https://twitter.com/IsntitBTFL/status/1172941476629602304,0,0
2019-09-14,18:31:36,sparkartxx,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM via @YouTube,https://twitter.com/sparkartxx/status/1172940978753298433,0,0
2019-09-14,18:30:24,SatriaAndryP,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM via @YouTube JUST BLOW MY MIND @naufalhadir,https://twitter.com/SatriaAndryP/status/1172940677912526848,0,0
2019-09-14,18:25:40,hoA_psps,퀸덤 무대 그냥 전체적으로 오지고 지리소 렛잇고,https://twitter.com/hoA_psps/status/1172939486218469376,0,0
2019-09-14,18:21:09,_Chudori_,머리랑 화장은 했지만 에오에 만큼 온전하게 미러링 한무대도 없다고 보는데요 누가 더 미러링 잘했냐고 따지고 싶은 게 아닌데 자꾸 과거 무대 끌고오시내요 제가 얘기한 건 이번 퀸덤 무대였는데요 같은 상황에서 어떤 무대들이 나왔고 그 중 한 무대는 성적대상화가 있는 백래시 무대라구요,https://twitter.com/_Chudori_/status/1172938350228955136,0,0
2019-09-14,18:13:05,roomba_t,오어어 퀸덤 aoa무대 이제야 봤네 부모님이랑 같이 봤는데 나 좀 위험한것같다 진짜 남자 노출에 진심인것같아서 겁난다,https://twitter.com/roomba_t/status/1172936321997791232,0,0
2019-09-14,18:12:38,golden_wonders,이 계정 탐라에 오마이걸 이야기가 뜨고 있다니 감개무량.. 퀸덤 정말 잘 나갔어 우리 옴걸..,https://twitter.com/golden_wonders/status/1172936206327279616,0,0
2019-09-14,18:12:28,seohwa_feminist,나는 이번 에오에랑 마마무 무대 차이점은 ‘하고싶었던 무대’라고 생각함. 에오에는 하고싶던 컨셉이 슈트에 구두였지만 마마무는 다 달랐지만 반은 주체적 섹시였다는거. 가수가 하고싶은게 보이는 무대여서 마마무가 더 까이는거라고 생각. 퀸덤 3화 봤는데 컨셉은 다 자기들이 정한거같음.,https://twitter.com/seohwa_feminist/status/1172936164640079878,1,0
2019-09-14,18:11:46,eyyohan,[ENG sub] [2회] ♬ Ah-Choo - 러블리즈 @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 https://youtu.be/0Fck5KqihEw qua @YouTube Lee Mijoooooo :((( xinh vl huhuhu,https://twitter.com/eyyohan/status/1172935990446440449,0,0
2019-09-14,18:06:08,bakkabao,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM via @YouTube,https://twitter.com/bakkabao/status/1172934571928604672,0,0
2019-09-14,18:03:30,nr0215s,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM ผ่าน @YouTube,https://twitter.com/nr0215s/status/1172933907559272448,0,0
2019-09-14,18:01:17,eira_611,[3회] ♬ Good Luck - 마마무 @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/m5iFHJECQWU @YouTube #MAMAMOO,https://twitter.com/eira_611/status/1172933351839154176,0,1
2019-09-14,17:56:02,FordAntiTrust,AOA – Egotistic (너나 해) (Queendom (퀸덤)) | [Official_Audio] - YouTube ,https://twitter.com/FordAntiTrust/status/1172932029547081728,0,1
2019-09-14,17:53:29,MaiiKung,เห้ยยยไม่ธรรมดา รายการอะไรคะเนี่ย อยากรู้ มีสตรีมไม๊คะ มีวันไหนบ้างอ่ะอยากดู เป็นรายการที่เจ๋งมากเลยค่ะ มีแต่สาวๆทั้งนั้น วอนผู้รู้เมตตาเราด้วยนะคะ [3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM via @YouTube,https://twitter.com/MaiiKung/status/1172931387797561350,0,0
2019-09-14,17:51:55,alnight970218,아 진짜 퀸덤 설현땜에 본다.. 언니 ,https://twitter.com/alnight970218/status/1172930995265273857,0,0
2019-09-14,17:51:53,tealbluedeer,퀸덤 이제 나온 회차 다봤는데 AOA 오졌다 설현 사랑해,https://twitter.com/tealbluedeer/status/1172930984393592833,0,0
2019-09-14,17:45:16,MaiiKung,หืมมม นี่วงอะไรอ่ะคะ มีคนไทยด้วยหรอ ทำไมมีภาษาไทยperformanceดีจัง [ENG sub] [2회] ♬ LATATA - (여자)아이들 @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 https://youtu.be/Knz0j_G7lKg via @YouTube,https://twitter.com/MaiiKung/status/1172929318869057536,0,0
2019-09-14,17:44:04,YunaLoveDog,퀸덤효과인가 뮤지컬효과인거,https://twitter.com/YunaLoveDog/status/1172929016300371968,0,0
2019-09-14,17:41:51,bobogohome,연생들도 직캠내주는 마당에 퀸덤은 개인직캠 왜 없냐 엠넷 당장내놔.........,https://twitter.com/bobogohome/status/1172928461578522624,0,0
2019-09-14,17:38:06,bluejean127,[ENG sub] [2회] ♬ 짧은 치마 - AOA @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 https://youtu.be/8l-Yxs5Ylto via @YouTube เพิ่งเห็นฮืออเพนคิดถึง,https://twitter.com/bluejean127/status/1172927515725139968,0,0
2019-09-14,17:36:01,sdanbb,"오늘,,행하면서 그림도그리고,,막,,이런거저런거 하고싶엇는데,, 게임이랑 퀸덤다시보고,,옛감성 젖어있느라,,하루다사라짐 띠용",https://twitter.com/sdanbb/status/1172926991651131396,0,0
2019-09-14,17:33:50,_Kimtrash,퀸덤이후...사진..저장이..제대로 안되어있었네...난..무슨..떡밥을..주은거지...엉엉,https://twitter.com/_Kimtrash/status/1172926442604126208,0,1
2019-09-14,17:33:11,honglangshaojie,아 인생 똥망 케이팝 왜 안망하죠 왜 전세계로 슬금슬금 가는거죠 추석연휴 퀸덤 조합 대박조합 하 퀸덤 달려요 선생님..하...죽겠어요...어흐흐흐흐흐,https://twitter.com/honglangshaojie/status/1172926280586543104,0,1
2019-09-14,17:32:19,BREADGOODKING_,퀸덤으로 여돌이 저평가되는... (춤 쉽다 어쩌고 프로듀싱 어쩌고;) 그런 고정관념이 좀 사라졌으면 좋겠고... 진짜 능력많은 사람들이니깐 그만큼 하고싶은 거 다 하고 갔으면 좋겠다,https://twitter.com/BREADGOODKING_/status/1172926061408972800,0,1
2019-09-14,17:30:35,fonzii861003,AOA นี่สวยทุกคนเลยอ่ะ เต้นก็ดีมากก [ENG sub] [2회] ♬ 짧은 치마 - AOA @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 ,https://twitter.com/fonzii861003/status/1172925625952157696,0,0
2019-09-14,17:28:33,HR_chick_1230,퀸덤 다른건 모르겠고 현승희 리액션이 젤 재밌음,https://twitter.com/HR_chick_1230/status/1172925112191840256,0,1
2019-09-14,17:26:53,summerfffesta,이번 퀸덤 AOA 너나해 설현 엔딩표정 너무너무너무 멋지구 좋다.. 감격스러울 정도ㅠㅠ,https://twitter.com/summerfffesta/status/1172924694711812096,0,0
2019-09-14,17:26:08,BREADGOODKING_,퀸덤 1화 중반부까지 봤구 지금 좋아죽는즁~~,https://twitter.com/BREADGOODKING_/status/1172924503480885248,0,0
2019-09-14,17:26:02,pangpang_19,박봄 한이 머릿속에서 안떠나서 결국엔퀸덤볼라고 월정액결제해버림 하.. ,https://twitter.com/pangpang_19/status/1172924478537338880,0,0
2019-09-14,17:25:47,FoX_NEVERLove,[풀버전] ♬ 너나 해(Egotistic) - AOA @2차 경연 컴백전쟁 : 퀸덤 3화 ,https://twitter.com/FoX_NEVERLove/status/1172924415291428867,1,0
2019-09-14,17:25:45,eyyohan,"[3회] ♬ Good Luck - 마마무 @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/m5iFHJECQWU qua @YouTube Solar xinh quá :((((( thật ra mình vẫn thích stage của AOA hơn, vì đv mình bài này phải kiểu vừa cute vừa sexy ý :))))",https://twitter.com/eyyohan/status/1172924407028670464,0,1
2019-09-14,17:25:21,_sayeon,ㅠ 아이들 퀸덤 무대 너무기대돼,https://twitter.com/_sayeon/status/1172924305681727489,0,2
2019-09-14,17:22:44,lora_INZM,맞아요ㅠㅜ 한동안 잊고 살았는데 이번에 퀸덤 보고 다시 듣고있어요,https://twitter.com/lora_INZM/status/1172923648656625664,0,1
2019-09-14,17:21:09,maiiguk,[풀버전] ♬You And I - 박봄 @1차 경연 컴백전쟁 : 퀸덤 1화 https://youtu.be/vED1CSmom3Y via @YouTube,https://twitter.com/maiiguk/status/1172923252450189312,0,1
2019-09-14,17:20:29,MyStar20824,아 진심 퀸덤에서 드캐 보고싶어,https://twitter.com/MyStar20824/status/1172923083231047681,0,0
2019-09-14,17:17:00,taliasinh_,HP MAMAMOO HACE TODO BIEN!!! que buena presentación . los haters que sigan llorando. [풀버전] ♬ Good Luck - 마마무 @2차 경연 컴백전쟁 : 퀸덤 3화 ,https://twitter.com/taliasinh_/status/1172922206013145088,0,0
2019-09-14,17:10:31,vvon_99,#네버랜드_트친소 #아이들_트친소 원래 아이들 노래만 즐겨듣다가 이번에 퀸덤으로 입덕 햇어요 그래서 모르는 게 많지만 많이 알려쥬세요 흔적 남겨쥬시면 무멘맞괄 하겟슴이당 ,https://twitter.com/vvon_99/status/1172920575376818176,8,53
2019-09-14,17:10:10,Whnconectbreath,용똥이 is come back! ((퀸덤 거시긔 팬덤이 시비털어서 피꺼솟ㅊ,https://twitter.com/Whnconectbreath/status/1172920487380303873,0,0
2019-09-14,17:06:02,D111111111M,원래 계획은 뜨개질 하면서 퀸덤 보는거였거든 근데 양손 모아서 턱 괴고 집중해서 보느라 실 아직 파우치에서 꺼내지도 않았다,https://twitter.com/D111111111M/status/1172919445418758144,0,0
2019-09-14,17:01:53,EnYoSeung,퀸덤 보는사람,https://twitter.com/EnYoSeung/status/1172918403666870272,0,0
2019-09-14,16:57:13,NO__1NE,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM ผ่าน @YouTube,https://twitter.com/NO__1NE/status/1172917228162797568,0,0
2019-09-14,16:56:01,easy2luvyou,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/JXC7rtAVOzM via @YouTube 아 역시 이거거든~!!!,https://twitter.com/easy2luvyou/status/1172916924499410945,0,0
2019-09-14,16:53:44,mmiinddds,[3회] ♬ 너나 해(Egotistic) - AOA @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 ,https://twitter.com/mmiinddds/status/1172916353176498176,0,0
2019-09-14,16:53:27,staycoolstanjw,[ENG sub] [2회] ♬ LATATA - (여자)아이들 @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 https://youtu.be/Knz0j_G7lKg via @YouTube ทำไมผู้ชมหล่องี้วะ,https://twitter.com/staycoolstanjw/status/1172916278853419008,0,0
2019-09-14,16:52:56,haraoun_,"퀸덤과 동시간에 v-1 이라는 걸그룹 보컬 서바이벌 프로그램을 하는데, 내 생각에 얜 강호동이 mc라는 이유로 시작부터 망조를 보인게 아닌가 싶다. 눈 호강하다가 배나온 동네아저씨가 소리지르는 느낌에 확깸,,;",https://twitter.com/haraoun_/status/1172916149794869248,0,1
2019-09-14,16:49:20,jonna_joa_,아 그냥 퀸덤 폐지해!!!! 폐지 시발 여돌 사랑녀한테는 너무 가혹해 싸우지마 니네 그냥 단체로 여행이나 보내줘라!!!!!!!!!!!,https://twitter.com/jonna_joa_/status/1172915243820802049,0,1
2019-09-14,16:46:10,meringue_,퀸덤 열심히 보고잇어.....,https://twitter.com/meringue_/status/1172914445166641152,0,0
2019-09-14,16:45:52,wlzkwpzk0704,퀸덤 AOA 무대 이틀 동안 돌려보는 중이다... 볼때마다 벅차고 멋진 무대야 ,https://twitter.com/wlzkwpzk0704/status/1172914369845329920,0,0
2019-09-14,16:43:54,Jinadaily,신나게 퀸덤 보고 왔더닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋ탐라가 그냥 다 손이야,https://twitter.com/Jinadaily/status/1172913877970911232,0,2
2019-09-14,16:43:50,Yunyuv0613_,아니 저 너무 심심해서 방금 퀸덤 오프닝 영상 보고 왔거든요 근데 하 아니 미친 전소연님한테 거하게 치여서 방금 전소연님 언프랩 영상까지 다 찾아보고 왔는데 진짜 너무 최고야 ... 하 .... 세상에 ...,https://twitter.com/Yunyuv0613_/status/1172913861478928385,0,1
2019-09-14,16:43:35,mibinworld,아 퀸덤 한국에 여돌이 몇인디 1절을 넘어서 2절3절하고 퀸덤 안나가본 여돌이 없을만큼 해야됨 남돌은... 하지마 집 가,https://twitter.com/mibinworld/status/1172913795716407296,0,0
2019-09-14,16:43:21,star_ari_0425,"7. 최근 관심사 ... 음 아무래도 대학교 학과? 원래 관심이 많았지만 환경적 요인(?) 때문에 더 관심이 생겼,,, 아 그리고 러프듀에 더 관심이 생겼다! 퀸덤이라는 프로도 조금씩 관심 생기는 중 ",https://twitter.com/star_ari_0425/status/1172913737012932608,0,0
2019-09-14,16:43:01,MaiiKung,รายการนี้ชื่อรายการอะไรอ่ะ สเตจนี้คือดีมากสนุกมาก เม่มากๆ หลงรัก #MAMAMOO [3회] ♬ Good Luck - 마마무 @2차 경연ㅣ커버곡 대결 컴백전쟁 : 퀸덤 3화 https://youtu.be/m5iFHJECQWU via @YouTube,https://twitter.com/MaiiKung/status/1172913652774494208,0,1
2019-09-14,16:42:01,wildtakky39,"#NowPlaying 퀸덤 Part. 1 / 마마무(Mamamoo), AOA, 박봄 http://kko.to/J5itH6x0M by Melon #마마무 #Mamamoo #AOA #박봄",https://twitter.com/wildtakky39/status/1172913404144537601,0,0
2019-09-14,16:38:23,thisisdyeng,진짜 말도 안된다 티비 고장나서 퀸덤 못 보고 전소연 못 보고 설현도 못 봄 ,https://twitter.com/thisisdyeng/status/1172912487328468994,0,1
2019-09-14,16:37:58,203101_,"[풀버전] ♬ 너나 해(Egotistic) - AOA @2차 경연 컴백전쟁 : 퀸덤 3화 https://youtu.be/n-w_ski7mt0 vía @YouTube OMG, las bailarinas del final me MATARON! LAS AMEEEEEEEEEEEE",https://twitter.com/203101_/status/1172912382466650112,0,0
2019-09-14,16:37:51,zichox,ดือมากกกกก 퀸덤 aoa 설현파트 모음 (짧은치마+너나해+엔딩요정) https://youtu.be/CCzEb1Do8G8 via @YouTube,https://twitter.com/zichox/status/1172912355312730112,0,0
2019-09-14,16:35:51,sh_2A7O,퀸덤 봐야징,https://twitter.com/sh_2A7O/status/1172911848951181313,0,0
